"Amount","Currency","Cost Center","Funding Pool","GL account","Register","Date","Description"
"-747,00","EUR","MM010","MM-GFM-11","6200 Staff with MSF contracts","BNK-EUR-1","6/07/2012","Test fin contract 1905"
"-3558,00","EUR","MM010","MM-GFM-11","6205 Incentives","BNK-EUR-1","7/07/2012","Test fin contract 1906"
"-9055,00","EUR","MM010","MM-GFM-11","6210 Daily labor","BNK-EUR-1","8/07/2012","Test fin contract 1907"
"-768,00","EUR","MM010","MM-GFM-11","62150 Social Security and Provident Fund contributions","BNK-EUR-1","9/07/2012","Test fin contract 1908"
"-14174,00","EUR","MM010","MM-GFM-11","62151 Payroll taxes","BNK-EUR-1","10/07/2012","Test fin contract 1909"
"-9164,00","EUR","MM010","MM-GFM-11","62500 Expat daily tariff (HQ only)","BNK-EUR-1","11/07/2012","Test fin contract 1910"
"-5347,00","EUR","MM010","MM-GFM-11","62501 Expat posting tariff (HQ only)","BNK-EUR-1","12/07/2012","Test fin contract 1911"
"-9664,00","EUR","MM010","MM-GFM-11","6260 Perdiem and team living expenses","BNK-EUR-1","13/07/2012","Test fin contract 1912"
"-4430,00","EUR","MM010","MM-GFM-11","6265 HQ employees salaries and charges","BNK-EUR-1","14/07/2012","Test fin contract 1913"
"-4885,00","EUR","MM010","MM-GFM-11","6295 Other personal expenses","BNK-EUR-1","15/07/2012","Test fin contract 1914"
"-2175,00","EUR","MM010","MM-GFM-11","6300 Destruction of expired items","BNK-EUR-1","16/07/2012","Test fin contract 1915"
"-8663,00","EUR","MM010","MM-GFM-11","6301 cash differences","BNK-EUR-1","17/07/2012","Test fin contract 1916"
"-2351,00","EUR","MM010","MM-GFM-11","6302 Theft","BNK-EUR-1","18/07/2012","Test fin contract 1917"
"-1265,00","EUR","MM010","MM-GFM-11","6303 Litigation","BNK-EUR-1","19/07/2012","Test fin contract 1918"
"-230,00","EUR","MM010","MM-GFM-11","6304 Loss on disposal of fixed assets","BNK-EUR-1","20/07/2012","Test fin contract 1919"
"-12833,00","EUR","MM010","MM-GFM-11","6305 stock variations and shrinkage","BNK-EUR-1","21/07/2012","Test fin contract 1920"
"-10911,00","EUR","MM010","MM-GFM-11","6200 Staff with MSF contracts","BNK-EUR-1","22/07/2012","Test fin contract 1921"
"-8343,00","EUR","MM010","MM-GFM-11","6205 Incentives","BNK-EUR-1","23/07/2012","Test fin contract 1922"
"-12945,00","EUR","MM010","MM-GFM-11","6210 Daily labor","BNK-EUR-1","24/07/2012","Test fin contract 1923"
"-1700,00","EUR","MM010","MM-GFM-11","62150 Social Security and Provident Fund contributions","BNK-EUR-1","25/07/2012","Test fin contract 1924"
"-8246,00","EUR","MM010","MM-GFM-11","62151 Payroll taxes","BNK-EUR-1","26/07/2012","Test fin contract 1925"
"-13992,00","EUR","MM010","MM-GFM-11","62500 Expat daily tariff (HQ only)","BNK-EUR-1","27/07/2012","Test fin contract 1926"
"-10348,00","EUR","MM010","MM-GFM-11","62501 Expat posting tariff (HQ only)","BNK-EUR-1","28/07/2012","Test fin contract 1927"
"-14210,00","EUR","MM010","MM-GFM-11","6260 Perdiem and team living expenses","BNK-EUR-1","29/07/2012","Test fin contract 1928"
"-347,00","EUR","MM010","MM-GFM-11","6265 HQ employees salaries and charges","BNK-EUR-1","30/07/2012","Test fin contract 1929"
"-6811,00","EUR","MM010","MM-GFM-11","6295 Other personal expenses","BNK-EUR-1","31/07/2012","Test fin contract 1930"
"-9217,00","EUR","MM010","MM-GFM-11","6300 Destruction of expired items","BNK-EUR-1","1/07/2012","Test fin contract 1931"
"-13975,00","EUR","MM010","MM-GFM-11","6301 cash differences","BNK-EUR-1","2/07/2012","Test fin contract 1932"
"-14412,00","EUR","MM010","MM-GFM-11","6302 Theft","BNK-EUR-1","3/07/2012","Test fin contract 1933"
"-13348,00","EUR","MM010","MM-GFM-11","6303 Litigation","BNK-EUR-1","4/07/2012","Test fin contract 1934"
"-2181,00","EUR","MM010","MM-GFM-11","6304 Loss on disposal of fixed assets","BNK-EUR-1","5/07/2012","Test fin contract 1935"
"-7230,00","EUR","MM010","MM-GFM-11","6305 stock variations and shrinkage","BNK-EUR-1","6/07/2012","Test fin contract 1936"
"-14630,00","EUR","MM010","MM-GFM-11","61901 Laundry and cleaning","BNK-EUR-1","7/07/2012","Test fin contract 1937"
"-8634,00","EUR","MM010","MM-GFM-11","61999 Other external services","BNK-EUR-1","8/07/2012","Test fin contract 1938"
"-13899,00","EUR","MM010","MM-GFM-11","6200 Staff with MSF contracts","BNK-EUR-1","9/07/2012","Test fin contract 1939"
"-11802,00","EUR","MM010","MM-GFM-11","6205 Incentives","BNK-EUR-1","10/07/2012","Test fin contract 1940"
"-1678,00","EUR","MM010","MM-GFM-11","6210 Daily labor","BNK-EUR-1","11/07/2012","Test fin contract 1941"
"-6484,00","EUR","MM010","MM-GFM-11","62150 Social Security and Provident Fund contributions","BNK-EUR-1","12/07/2012","Test fin contract 1942"
"-3829,00","EUR","MM010","MM-GFM-11","62151 Payroll taxes","BNK-EUR-1","13/07/2012","Test fin contract 1943"
"-4314,00","EUR","MM010","MM-GFM-11","62500 Expat daily tariff (HQ only)","BNK-EUR-1","14/07/2012","Test fin contract 1944"
"-9690,00","EUR","MM010","MM-GFM-11","62501 Expat posting tariff (HQ only)","BNK-EUR-1","15/07/2012","Test fin contract 1945"
"-695,00","EUR","MM010","MM-GFM-11","6260 Perdiem and team living expenses","BNK-EUR-1","16/07/2012","Test fin contract 1946"
"-9610,00","EUR","MM010","MM-GFM-11","6265 HQ employees salaries and charges","BNK-EUR-1","17/07/2012","Test fin contract 1947"
"-3973,00","EUR","MM010","MM-GFM-11","6295 Other personal expenses","BNK-EUR-1","18/07/2012","Test fin contract 1948"
"-6846,00","EUR","MM010","MM-GFM-11","6300 Destruction of expired items","BNK-EUR-1","19/07/2012","Test fin contract 1949"
"-2824,00","EUR","MM010","MM-GFM-11","6301 cash differences","BNK-EUR-1","20/07/2012","Test fin contract 1950"
"-10319,00","EUR","MM010","MM-GFM-11","6302 Theft","BNK-EUR-1","21/07/2012","Test fin contract 1951"
"-5525,00","EUR","MM010","MM-GFM-11","6303 Litigation","BNK-EUR-1","22/07/2012","Test fin contract 1952"
"-2094,00","EUR","MM010","MM-GFM-11","6304 Loss on disposal of fixed assets","BNK-EUR-1","23/07/2012","Test fin contract 1953"
"-12978,00","EUR","MM010","MM-GFM-11","6305 stock variations and shrinkage","BNK-EUR-1","24/07/2012","Test fin contract 1954"
"-9042,00","EUR","MM010","MM-GFM-11","61901 Laundry and cleaning","BNK-EUR-1","25/07/2012","Test fin contract 1955"
"-7598,00","EUR","MM010","MM-GFM-11","61999 Other external services","BNK-EUR-1","26/07/2012","Test fin contract 1956"
"-7678,00","EUR","MM010","MM-GFM-11","6200 Staff with MSF contracts","BNK-EUR-1","27/07/2012","Test fin contract 1957"
"-1658,00","EUR","MM010","MM-GFM-11","6205 Incentives","BNK-EUR-1","28/07/2012","Test fin contract 1958"
"-11363,00","EUR","MM010","MM-GFM-11","6210 Daily labor","BNK-EUR-1","29/07/2012","Test fin contract 1959"
"-13131,00","EUR","MM010","MM-GFM-11","62150 Social Security and Provident Fund contributions","BNK-EUR-1","30/07/2012","Test fin contract 1960"
"-4028,00","EUR","MM010","MM-GFM-11","62151 Payroll taxes","BNK-EUR-1","31/07/2012","Test fin contract 1961"
"-9027,00","EUR","MM010","MM-GFM-11","62500 Expat daily tariff (HQ only)","BNK-EUR-1","1/07/2012","Test fin contract 1962"
"-7941,00","EUR","MM010","MM-GFM-11","62501 Expat posting tariff (HQ only)","BNK-EUR-1","2/07/2012","Test fin contract 1963"
"-1282,00","EUR","MM010","MM-GFM-11","6260 Perdiem and team living expenses","BNK-EUR-1","3/07/2012","Test fin contract 1964"
"-14379,00","EUR","MM010","MM-GFM-11","6265 HQ employees salaries and charges","BNK-EUR-1","4/07/2012","Test fin contract 1965"
"-8623,00","EUR","MM010","MM-GFM-11","6295 Other personal expenses","BNK-EUR-1","5/07/2012","Test fin contract 1966"
"-14365,00","EUR","MM010","MM-GFM-11","6300 Destruction of expired items","BNK-EUR-1","6/07/2012","Test fin contract 1967"
"-3708,00","EUR","MM010","MM-GFM-11","6301 cash differences","BNK-EUR-1","7/07/2012","Test fin contract 1968"
"-806,00","EUR","MM010","MM-GFM-11","6302 Theft","BNK-EUR-1","8/07/2012","Test fin contract 1969"
"-11909,00","EUR","MM010","MM-GFM-11","6303 Litigation","BNK-EUR-1","9/07/2012","Test fin contract 1970"
"-719,00","EUR","MM010","MM-GFM-11","6304 Loss on disposal of fixed assets","BNK-EUR-1","10/07/2012","Test fin contract 1971"
"-4,00","EUR","MM010","MM-GFM-11","6305 stock variations and shrinkage","BNK-EUR-1","11/07/2012","Test fin contract 1972"
"-1352,00","EUR","MM010","MM-GFM-11","61901 Laundry and cleaning","BNK-EUR-1","12/07/2012","Test fin contract 1973"
"-5267,00","EUR","MM010","MM-GFM-11","61999 Other external services","BNK-EUR-1","13/07/2012","Test fin contract 1974"
"-9058,00","EUR","MM010","MM-GFM-11","6200 Staff with MSF contracts","BNK-EUR-1","14/07/2012","Test fin contract 1975"
"-10163,00","EUR","MM010","MM-GFM-11","6205 Incentives","BNK-EUR-1","15/07/2012","Test fin contract 1976"
"-2565,00","EUR","MM010","MM-GFM-11","6210 Daily labor","BNK-EUR-1","16/07/2012","Test fin contract 1977"
"-4440,00","EUR","MM010","MM-GFM-11","62150 Social Security and Provident Fund contributions","BNK-EUR-1","17/07/2012","Test fin contract 1978"
"-9536,00","EUR","MM010","MM-GFM-11","62151 Payroll taxes","BNK-EUR-1","18/07/2012","Test fin contract 1979"
"-14183,00","EUR","MM010","MM-GFM-11","62500 Expat daily tariff (HQ only)","BNK-EUR-1","19/07/2012","Test fin contract 1980"
"-2345,00","EUR","MM010","MM-GFM-11","62501 Expat posting tariff (HQ only)","BNK-EUR-1","20/07/2012","Test fin contract 1981"
"-14149,00","EUR","MM010","MM-GFM-11","6260 Perdiem and team living expenses","BNK-EUR-1","21/07/2012","Test fin contract 1982"
"-1024,00","EUR","MM010","MM-GFM-11","6265 HQ employees salaries and charges","BNK-EUR-1","22/07/2012","Test fin contract 1983"
"-6138,00","EUR","MM010","MM-GFM-11","6295 Other personal expenses","BNK-EUR-1","23/07/2012","Test fin contract 1984"
"-4528,00","EUR","MM010","MM-GFM-11","6300 Destruction of expired items","BNK-EUR-1","24/07/2012","Test fin contract 1985"
"-702,00","EUR","MM010","MM-GFM-11","6301 cash differences","BNK-EUR-1","25/07/2012","Test fin contract 1986"
"-7442,00","EUR","MM010","MM-GFM-11","6302 Theft","BNK-EUR-1","26/07/2012","Test fin contract 1987"
"-4925,00","EUR","MM010","MM-GFM-11","6303 Litigation","BNK-EUR-1","27/07/2012","Test fin contract 1988"
"-4985,00","EUR","MM010","MM-GFM-11","6304 Loss on disposal of fixed assets","BNK-EUR-1","28/07/2012","Test fin contract 1989"
"-6880,00","EUR","MM010","MM-GFM-11","6305 stock variations and shrinkage","BNK-EUR-1","29/07/2012","Test fin contract 1990"
"-2507,00","EUR","MM010","MM-GFM-11","6200 Staff with MSF contracts","BNK-EUR-1","30/07/2012","Test fin contract 1991"
"-7116,00","EUR","MM010","MM-GFM-11","6205 Incentives","BNK-EUR-1","31/07/2012","Test fin contract 1992"
"-8420,00","EUR","MM010","MM-GFM-11","6210 Daily labor","BNK-EUR-1","29/07/2012","Test fin contract 1993"
"-235,00","EUR","MM010","MM-GFM-11","62150 Social Security and Provident Fund contributions","BNK-EUR-1","29/07/2012","Test fin contract 1994"
"-9417,00","EUR","MM010","MM-GFM-11","62151 Payroll taxes","BNK-EUR-1","29/07/2012","Test fin contract 1995"
"-2332,00","EUR","MM010","MM-GFM-11","62500 Expat daily tariff (HQ only)","BNK-EUR-1","29/07/2012","Test fin contract 1996"
"-6984,00","EUR","MM010","MM-GFM-11","62501 Expat posting tariff (HQ only)","BNK-EUR-1","29/07/2012","Test fin contract 1997"
"-3235,00","EUR","MM010","MM-GFM-11","6260 Perdiem and team living expenses","BNK-EUR-1","29/07/2012","Test fin contract 1998"
"-11449,00","EUR","MM010","MM-GFM-11","6265 HQ employees salaries and charges","BNK-EUR-1","29/07/2012","Test fin contract 1999"
"-6473,00","EUR","MM010","MM-GFM-11","6295 Other personal expenses","BNK-EUR-1","29/07/2012","Test fin contract 2000"
"-13546,00","USD","MM010","MM-GFM-11","6300 Destruction of expired items","BNK-USD-1","1/02/2012","Test fin contract 2001"
"-5926,00","USD","MM010","MM-GFM-11","6301 cash differences","BNK-USD-1","2/02/2012","Test fin contract 2002"
"-9575,00","USD","MM010","MM-GFM-11","6302 Theft","BNK-USD-1","3/02/2012","Test fin contract 2003"
"-10748,00","USD","MM010","MM-GFM-11","6303 Litigation","BNK-USD-1","4/02/2012","Test fin contract 2004"
"-10233,00","USD","MM010","MM-GFM-11","6304 Loss on disposal of fixed assets","BNK-USD-1","5/02/2012","Test fin contract 2005"
"-2319,00","USD","MM010","MM-GFM-11","6305 stock variations and shrinkage","BNK-USD-1","6/02/2012","Test fin contract 2006"
"-11056,00","USD","MM010","MM-GFM-11","61901 Laundry and cleaning","BNK-USD-1","7/02/2012","Test fin contract 2007"
"-14263,00","USD","MM010","MM-GFM-11","61999 Other external services","BNK-USD-1","8/02/2012","Test fin contract 2008"
"-4444,00","USD","MM010","MM-GFM-11","6200 Staff with MSF contracts","BNK-USD-1","9/02/2012","Test fin contract 2009"
"-348,00","USD","MM010","MM-GFM-11","6205 Incentives","BNK-USD-1","10/02/2012","Test fin contract 2010"
"-5013,00","USD","MM010","MM-GFM-11","6210 Daily labor","BNK-USD-1","11/02/2012","Test fin contract 2011"
"-150,00","USD","MM010","MM-GFM-11","62150 Social Security and Provident Fund contributions","BNK-USD-1","12/02/2012","Test fin contract 2012"
"-2897,00","USD","MM010","MM-GFM-11","62151 Payroll taxes","BNK-USD-1","13/02/2012","Test fin contract 2013"
"-8857,00","USD","MM010","MM-GFM-11","62500 Expat daily tariff (HQ only)","BNK-USD-1","14/02/2012","Test fin contract 2014"
"-4231,00","USD","MM010","MM-GFM-11","62501 Expat posting tariff (HQ only)","BNK-USD-1","15/02/2012","Test fin contract 2015"
"-11014,00","USD","MM010","MM-GFM-11","6260 Perdiem and team living expenses","BNK-USD-1","16/02/2012","Test fin contract 2016"
"-961,00","USD","MM010","MM-GFM-11","6265 HQ employees salaries and charges","BNK-USD-1","17/02/2012","Test fin contract 2017"
"-10528,00","USD","MM010","MM-GFM-11","6295 Other personal expenses","BNK-USD-1","18/02/2012","Test fin contract 2018"
"-185,00","USD","MM010","MM-GFM-11","6300 Destruction of expired items","BNK-USD-1","19/02/2012","Test fin contract 2019"
"-275,00","USD","MM010","MM-GFM-11","6301 cash differences","BNK-USD-1","20/02/2012","Test fin contract 2020"
"-4908,00","USD","MM010","MM-GFM-11","6302 Theft","BNK-USD-1","21/02/2012","Test fin contract 2021"
"-8847,00","USD","MM010","MM-GFM-11","6303 Litigation","BNK-USD-1","22/02/2012","Test fin contract 2022"
"-11365,00","USD","MM010","MM-GFM-11","6304 Loss on disposal of fixed assets","BNK-USD-1","23/02/2012","Test fin contract 2023"
"-13893,00","USD","MM010","MM-GFM-11","6305 stock variations and shrinkage","BNK-USD-1","24/02/2012","Test fin contract 2024"
"-5211,00","USD","MM010","MM-GFM-11","61901 Laundry and cleaning","BNK-USD-1","25/02/2012","Test fin contract 2025"
"-2100,00","USD","MM010","MM-GFM-11","61999 Other external services","BNK-USD-1","26/02/2012","Test fin contract 2026"
"-4189,00","USD","MM010","MM-GFM-11","6200 Staff with MSF contracts","BNK-USD-1","27/02/2012","Test fin contract 2027"
"-4890,00","USD","MM010","MM-GFM-11","6205 Incentives","BNK-USD-1","28/02/2012","Test fin contract 2028"
"-12504,00","USD","MM010","MM-GFM-11","6210 Daily labor","BNK-USD-1","29/02/2012","Test fin contract 2029"
"-3317,00","USD","MM010","MM-GFM-11","62150 Social Security and Provident Fund contributions","BNK-USD-1","30/02/2012","Test fin contract 2030"
"-8085,00","USD","MM010","MM-GFM-11","62151 Payroll taxes","BNK-USD-1","31/02/2012","Test fin contract 2031"
"-13550,00","USD","MM010","MM-GFM-11","62500 Expat daily tariff (HQ only)","BNK-USD-1","1/02/2012","Test fin contract 2032"
"-10421,00","USD","MM010","MM-GFM-11","62501 Expat posting tariff (HQ only)","BNK-USD-1","2/02/2012","Test fin contract 2033"
"-5139,00","USD","MM010","MM-GFM-11","6260 Perdiem and team living expenses","BNK-USD-1","3/02/2012","Test fin contract 2034"
"-4992,00","USD","MM010","MM-GFM-11","6265 HQ employees salaries and charges","BNK-USD-1","4/02/2012","Test fin contract 2035"
"-12050,00","USD","MM010","MM-GFM-11","6295 Other personal expenses","BNK-USD-1","5/02/2012","Test fin contract 2036"
"-10734,00","USD","MM010","MM-GFM-11","6300 Destruction of expired items","BNK-USD-1","6/02/2012","Test fin contract 2037"
"-14225,00","USD","MM010","MM-GFM-11","6301 cash differences","BNK-USD-1","7/02/2012","Test fin contract 2038"
"-7348,00","USD","MM010","MM-GFM-11","6302 Theft","BNK-USD-1","8/02/2012","Test fin contract 2039"
"-9789,00","USD","MM010","MM-GFM-11","6303 Litigation","BNK-USD-1","9/02/2012","Test fin contract 2040"
"-5971,00","USD","MM010","MM-GFM-11","6304 Loss on disposal of fixed assets","BNK-USD-1","10/02/2012","Test fin contract 2041"
"-1760,00","USD","MM010","MM-GFM-11","6305 stock variations and shrinkage","BNK-USD-1","11/02/2012","Test fin contract 2042"
"-309,00","USD","MM010","MM-GFM-11","61901 Laundry and cleaning","BNK-USD-1","12/02/2012","Test fin contract 2043"
"-7518,00","USD","MM010","MM-GFM-11","61999 Other external services","BNK-USD-1","13/02/2012","Test fin contract 2044"
"-169,00","USD","MM010","MM-GFM-11","6200 Staff with MSF contracts","BNK-USD-1","14/02/2012","Test fin contract 2045"
"-2077,00","USD","MM010","MM-GFM-11","6205 Incentives","BNK-USD-1","15/02/2012","Test fin contract 2046"
"-364,00","USD","MM010","MM-GFM-11","6210 Daily labor","BNK-USD-1","16/02/2012","Test fin contract 2047"
"-8004,00","USD","MM010","MM-GFM-11","62150 Social Security and Provident Fund contributions","BNK-USD-1","17/02/2012","Test fin contract 2048"
"-7623,00","USD","MM010","MM-GFM-11","62151 Payroll taxes","BNK-USD-1","18/02/2012","Test fin contract 2049"
"-2887,00","USD","MM010","MM-GFM-11","62500 Expat daily tariff (HQ only)","BNK-USD-1","19/02/2012","Test fin contract 2050"
"-2902,00","USD","MM010","MM-GFM-11","62501 Expat posting tariff (HQ only)","BNK-USD-1","20/02/2012","Test fin contract 2051"
"-5488,00","USD","MM010","MM-GFM-11","6260 Perdiem and team living expenses","BNK-USD-1","21/02/2012","Test fin contract 2052"
"-11840,00","USD","MM010","MM-GFM-11","6265 HQ employees salaries and charges","BNK-USD-1","22/02/2012","Test fin contract 2053"
"-5387,00","USD","MM010","MM-GFM-11","6295 Other personal expenses","BNK-USD-1","23/02/2012","Test fin contract 2054"
"-2336,00","USD","MM010","MM-GFM-11","6300 Destruction of expired items","BNK-USD-1","24/02/2012","Test fin contract 2055"
"-7934,00","USD","MM010","MM-GFM-11","6301 cash differences","BNK-USD-1","25/02/2012","Test fin contract 2056"
"-5924,00","USD","MM010","MM-GFM-11","6302 Theft","BNK-USD-1","26/02/2012","Test fin contract 2057"
"-5360,00","USD","MM010","MM-GFM-11","6303 Litigation","BNK-USD-1","27/02/2012","Test fin contract 2058"
"-4811,00","USD","MM010","MM-GFM-11","6304 Loss on disposal of fixed assets","BNK-USD-1","28/02/2012","Test fin contract 2059"
"-13446,00","USD","MM010","MM-GFM-11","6305 stock variations and shrinkage","BNK-USD-1","1/02/2012","Test fin contract 2060"
"-13548,00","USD","MM010","MM-GFM-11","6200 Staff with MSF contracts","BNK-USD-1","2/02/2012","Test fin contract 2061"
"-8553,00","USD","MM010","MM-GFM-11","6205 Incentives","BNK-USD-1","3/02/2012","Test fin contract 2062"
"-9187,00","USD","MM010","MM-GFM-11","6210 Daily labor","BNK-USD-1","4/02/2012","Test fin contract 2063"
"-9815,00","USD","MM010","MM-GFM-11","62150 Social Security and Provident Fund contributions","BNK-USD-1","5/02/2012","Test fin contract 2064"
"-11794,00","USD","MM010","MM-GFM-11","62151 Payroll taxes","BNK-USD-1","6/02/2012","Test fin contract 2065"
"-6193,00","USD","MM010","MM-GFM-11","62500 Expat daily tariff (HQ only)","BNK-USD-1","7/02/2012","Test fin contract 2066"
"-3964,00","USD","MM010","MM-GFM-11","62501 Expat posting tariff (HQ only)","BNK-USD-1","8/02/2012","Test fin contract 2067"
"-11832,00","USD","MM010","MM-GFM-11","6260 Perdiem and team living expenses","BNK-USD-1","9/02/2012","Test fin contract 2068"
"-7065,00","USD","MM010","MM-GFM-11","6265 HQ employees salaries and charges","BNK-USD-1","10/02/2012","Test fin contract 2069"
